old_index,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_basement,yr_built,waterfront_encoded,view_encoded,property_typ_apartment,property_typ_multi_generation_house,property_typ_semi_detached_house,property_typ_single_family_house,property_typ_top_floor_apartment
258,255000,3,1.0,1230,10170,1.0,3,7.0,0,1979,0,0,1.0,0.0,0.0,0.0,0.0
259,693000,4,2.5,2460,4425,2.0,3,8.0,0,2006,0,0,1.0,0.0,0.0,0.0,0.0
260,780000,3,1.0,1660,4400,1.5,3,8.0,200,1911,0,0,0.0,0.0,1.0,0.0,0.0
261,237000,3,1.75,1270,8470,1.0,4,7.0,0,1960,0,0,1.0,0.0,0.0,0.0,0.0
262,525000,3,2.25,2100,40510,2.0,3,10.0,780,1979,0,0,0.0,0.0,0.0,1.0,0.0
263,425000,2,1.0,770,5040,1.0,3,5.0,0,1930,0,0,1.0,0.0,0.0,0.0,0.0
264,369900,1,0.75,760,10079,1.0,5,5.0,0,1936,1,4,0.0,0.0,0.0,0.0,1.0
265,290000,4,2.5,1700,7280,2.0,4,7.0,0,1988,0,0,1.0,0.0,0.0,0.0,0.0
266,285000,3,1.0,1120,10701,1.0,3,7.0,0,1954,0,0,1.0,0.0,0.0,0.0,0.0
267,415000,2,1.0,1070,4500,1.0,3,7.0,0,1937,0,0,1.0,0.0,0.0,0.0,0.0
268,272500,3,2.5,2070,9900,1.0,3,8.0,650,1979,0,0,0.0,0.0,1.0,0.0,0.0
271,436000,2,1.0,1040,7538,1.0,4,7.0,0,1939,0,0,1.0,0.0,0.0,0.0,0.0
272,210000,3,1.0,1700,11390,1.0,4,7.0,0,1967,0,0,1.0,0.0,0.0,0.0,0.0
273,236000,3,1.0,1300,5898,1.0,3,7.0,0,1961,0,0,1.0,0.0,0.0,0.0,0.0
274,331000,3,1.75,1080,1306,1.0,3,7.0,500,1954,0,0,0.0,0.0,1.0,0.0,0.0
275,365000,3,2.5,2653,4510,2.0,3,8.0,0,2006,0,0,1.0,0.0,0.0,0.0,0.0
276,450000,3,2.0,2290,16258,1.0,5,8.0,0,1960,0,0,1.0,0.0,0.0,0.0,0.0
277,770000,4,2.75,3820,26300,2.0,3,9.0,970,2014,0,0,0.0,0.0,0.0,1.0,0.0
278,455000,4,2.5,2210,49375,1.0,3,8.0,0,1997,0,0,1.0,0.0,0.0,0.0,0.0
279,405000,3,1.75,2390,6000,1.0,3,7.577170971709717,1150,1908,0,0,0.0,0.0,1.0,0.0,0.0
280,304900,4,1.75,2600,11325,1.0,4,7.577170971709717,990,1969,0,0,0.0,0.0,1.0,0.0,0.0
281,170000,2,1.0,860,5265,1.0,3,7.577170971709717,0,1931,0,0,1.0,0.0,0.0,0.0,0.0
283,780000,4,2.5,3500,7048,2.0,3,9.0,0,2005,0,0,1.0,0.0,0.0,0.0,0.0
284,330000,3,3.0,2420,13959,1.0,4,8.0,680,1988,0,0,0.0,0.0,1.0,0.0,0.0
285,370000,4,2.5,2720,8666,2.0,3,9.0,0,1992,0,0,1.0,0.0,0.0,0.0,0.0
286,467000,5,2.25,2500,13500,1.0,3,7.0,650,1979,0,0,0.0,0.0,1.0,0.0,0.0
287,405000,3,1.75,1670,6720,1.0,3,7.0,530,1980,0,0,0.0,0.0,1.0,0.0,0.0
288,675000,5,2.25,2900,10300,1.0,3,8.0,1450,1985,0,0,0.0,0.0,1.0,0.0,0.0
289,500000,2,1.0,1640,14100,1.0,4,7.0,500,1954,0,0,0.0,0.0,1.0,0.0,0.0
290,389999,4,2.5,1890,15770,2.0,4,7.0,0,1968,0,0,1.0,0.0,0.0,0.0,0.0
291,630000,4,1.75,2950,9025,1.0,4,8.0,1170,1975,0,2,0.0,0.0,1.0,0.0,0.0
292,360000,4,2.5,2160,9528,2.0,3,9.0,0,1992,0,0,1.0,0.0,0.0,0.0,0.0
293,580000,4,3.0,3280,11060,2.0,3,8.0,1010,1986,0,0,0.0,0.0,1.0,0.0,0.0
294,550000,3,2.0,1970,4166,2.0,5,8.0,700,1929,0,3,0.0,0.0,1.0,0.0,0.0
295,879000,4,2.5,3360,22111,2.0,3,10.0,0,1994,0,0,1.0,0.0,0.0,0.0,0.0
296,265000,3,2.0,1320,8959,1.0,3,7.0,0,1993,0,0,1.0,0.0,0.0,0.0,0.0
297,446500,3,2.5,2650,7286,2.0,3,8.0,0,1990,0,0,1.0,0.0,0.0,0.0,0.0
298,404000,3,1.5,2030,8880,1.0,3,7.0,700,1963,0,0,0.0,0.0,1.0,0.0,0.0
299,267500,3,1.75,1590,11914,1.0,3,7.0,500,1957,0,2,0.0,0.0,1.0,0.0,0.0
301,335000,3,2.5,2440,7632,2.0,3,8.0,0,1998,0,0,1.0,0.0,0.0,0.0,0.0
302,576000,3,2.5,1940,9000,1.0,4,7.0,970,1948,0,0,0.0,0.0,1.0,0.0,0.0
303,208633,3,2.5,2040,3810,2.0,3,8.0,0,2006,0,0,1.0,0.0,0.0,0.0,0.0
304,315000,3,2.25,2200,8750,1.0,4,7.0,1080,1964,0,0,0.0,0.0,1.0,0.0,0.0
305,725000,3,1.75,1920,3300,1.0,4,8.0,960,1913,0,0,0.0,0.0,1.0,0.0,0.0
306,550000,4,2.75,1800,7750,1.0,4,8.0,400,1965,0,0,0.0,0.0,1.0,0.0,0.0
307,610750,4,2.25,2180,7297,2.0,3,8.0,0,1984,0,0,1.0,0.0,0.0,0.0,0.0
308,550700,2,1.0,1010,5000,1.5,4,6.0,0,1908,0,0,1.0,0.0,0.0,0.0,0.0
309,665000,4,2.75,3320,10574,2.0,5,8.0,1100,1960,0,0,0.0,0.0,1.0,0.0,0.0
310,834000,4,2.5,2370,4000,1.5,5,8.0,390,1928,0,2,0.0,0.0,1.0,0.0,0.0
311,201000,5,1.75,1660,78408,1.5,3,6.0,0,1915,0,0,1.0,0.0,0.0,0.0,0.0
313,1384000,4,3.25,4290,12103,1.0,3,11.0,1600,1997,0,3,0.0,0.0,0.0,1.0,0.0
314,1400000,4,3.25,4290,12103,1.0,3,11.0,1600,1997,0,3,0.0,0.0,0.0,1.0,0.0
315,305000,4,2.25,1950,7700,1.0,3,8.0,600,1979,0,0,0.0,0.0,1.0,0.0,0.0
316,487000,3,2.0,2590,14052,1.0,5,8.0,870,1948,0,0,0.0,0.0,1.0,0.0,0.0
317,390000,3,2.5,1930,64904,1.0,4,8.0,0,1988,0,0,1.0,0.0,0.0,0.0,0.0
318,548000,2,1.0,1470,3864,1.0,4,7.0,300,1916,0,0,0.0,0.0,1.0,0.0,0.0
319,268750,4,1.0,800,8775,1.0,3,6.0,0,1943,0,0,1.0,0.0,0.0,0.0,0.0
320,819900,5,2.75,3150,7119,2.0,3,9.0,0,2013,0,0,1.0,0.0,0.0,0.0,0.0
321,520000,3,2.25,2030,16200,2.0,3,8.0,0,1984,0,0,1.0,0.0,0.0,0.0,0.0
322,230000,3,2.0,1450,11204,1.0,3,7.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
323,240000,3,1.75,1510,10248,1.0,3,7.0,0,1969,0,0,1.0,0.0,0.0,0.0,0.0
324,232000,2,1.0,1240,12092,1.0,3,6.0,280,1922,0,0,0.0,0.0,1.0,0.0,0.0
325,240500,2,1.0,1240,12092,1.0,3,6.0,280,1922,0,0,0.0,0.0,1.0,0.0,0.0
326,274975,3,2.5,3030,45004,2.0,3,9.0,0,1987,0,0,1.0,0.0,0.0,0.0,0.0
327,740000,4,2.0,2050,4400,1.5,4,9.0,0,1922,0,0,1.0,0.0,0.0,0.0,0.0
328,186375,3,1.0,1000,7636,1.0,2,7.0,0,1952,0,0,1.0,0.0,0.0,0.0,0.0
329,790000,3,2.25,2370,10289,1.0,4,9.0,780,1977,0,0,0.0,0.0,0.0,1.0,0.0
330,880000,4,3.5,2800,6750,2.0,3,9.0,910,1951,0,0,0.0,0.0,0.0,1.0,0.0
331,279000,6,1.75,2240,11180,2.0,4,7.0,0,1955,0,0,1.0,0.0,0.0,0.0,0.0
332,295000,3,2.0,1810,10530,1.0,3,8.0,0,1991,0,2,1.0,0.0,0.0,0.0,0.0
333,640000,2,1.0,1070,5000,1.0,3,7.0,0,1924,0,0,1.0,0.0,0.0,0.0,0.0
334,940000,4,2.0,2490,9525,2.0,5,9.0,0,1968,0,0,1.0,0.0,0.0,0.0,0.0
335,260000,4,2.5,1960,5238,2.0,3,7.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
336,559900,3,2.75,2930,5569,1.0,3,9.0,1070,2004,0,0,0.0,0.0,0.0,1.0,0.0
337,791500,4,2.0,1510,3500,1.5,5,7.0,0,1911,0,0,1.0,0.0,0.0,0.0,0.0
338,265000,3,1.75,1420,8250,1.0,3,7.0,0,1954,0,0,1.0,0.0,0.0,0.0,0.0
339,245000,3,1.75,1740,11547,1.0,3,7.0,0,1954,0,0,1.0,0.0,0.0,0.0,0.0
340,485000,4,1.75,2560,43995,2.0,4,7.0,0,1962,0,0,1.0,0.0,0.0,0.0,0.0
341,684000,4,3.5,3040,8414,2.0,3,9.0,620,2010,0,0,0.0,0.0,0.0,1.0,0.0
342,425000,3,1.75,2500,6840,1.0,3,8.0,1200,1957,0,0,0.0,0.0,1.0,0.0,0.0
343,309600,4,1.75,1275,20000,1.0,4,6.0,0,1991,0,0,1.0,0.0,0.0,0.0,0.0
344,552250,4,2.5,2580,5823,2.0,3,8.0,0,2002,0,0,1.0,0.0,0.0,0.0,0.0
345,165000,4,1.0,1000,7134,1.0,3,6.0,0,1943,0,0,1.0,0.0,0.0,0.0,0.0
346,239900,4,1.0,1000,7134,1.0,3,6.0,0,1943,0,0,1.0,0.0,0.0,0.0,0.0
347,320000,2,1.0,1070,32633,1.0,4,6.0,0,1930,0,0,1.0,0.0,0.0,0.0,0.0
348,206600,3,2.0,1390,13464,1.0,4,7.0,0,1987,0,0,1.0,0.0,0.0,0.0,0.0
349,387000,4,1.75,2500,7690,1.0,3,7.0,1250,1973,0,0,0.0,0.0,1.0,0.0,0.0
351,855000,4,2.75,2270,10460,2.0,3,9.0,0,1965,0,0,1.0,0.0,0.0,0.0,0.0
352,315000,3,1.0,1900,14400,1.0,4,7.0,600,1954,0,0,0.0,0.0,1.0,0.0,0.0
353,437500,2,1.0,990,3120,1.0,5,7.0,200,1907,0,2,0.0,0.0,1.0,0.0,0.0
354,252000,4,1.5,1550,19800,1.0,4,7.0,500,1969,0,0,0.0,0.0,1.0,0.0,0.0
355,375000,4,1.75,2200,7475,1.0,5,7.0,1100,1955,0,0,0.0,0.0,1.0,0.0,0.0
356,300000,4,2.5,1910,4862,2.0,3,7.0,0,2005,0,0,1.0,0.0,0.0,0.0,0.0
357,420000,4,1.0,1750,9600,1.5,4,7.0,0,1954,0,0,1.0,0.0,0.0,0.0,0.0
358,900000,3,1.0,1330,77972,1.0,3,7.0,0,1928,0,0,1.0,0.0,0.0,0.0,0.0
359,679900,3,2.5,2440,5750,2.0,3,9.0,460,2000,0,2,0.0,0.0,0.0,1.0,0.0
360,463000,3,2.5,1640,29970,2.0,3,7.0,0,1992,0,0,1.0,0.0,0.0,0.0,0.0
361,380000,5,2.5,2760,11340,2.0,4,9.0,0,1978,0,0,1.0,0.0,0.0,0.0,0.0
362,329500,4,2.5,1820,7912,2.0,3,7.0,0,1994,0,0,1.0,0.0,0.0,0.0,0.0
363,604950,3,2.5,2110,5608,1.0,3,8.0,770,2013,0,0,0.0,0.0,1.0,0.0,0.0
364,795000,5,2.5,3040,9570,1.0,4,8.0,1400,1966,0,2,0.0,0.0,1.0,0.0,0.0
365,465000,3,2.0,1840,40438,2.0,3,7.0,0,1994,0,0,1.0,0.0,0.0,0.0,0.0
366,673000,4,2.5,2990,10400,2.0,3,9.0,0,2002,0,0,1.0,0.0,0.0,0.0,0.0
367,810000,4,2.5,3520,15420,2.0,3,10.0,0,1991,0,0,1.0,0.0,0.0,0.0,0.0
368,785000,4,2.75,2440,69415,1.0,4,8.0,530,1989,0,0,0.0,0.0,1.0,0.0,0.0
369,338000,4,3.0,2090,7500,1.0,3,7.0,720,1986,0,0,0.0,0.0,1.0,0.0,0.0
370,280000,3,2.25,1430,7222,2.0,3,7.0,0,1993,0,0,1.0,0.0,0.0,0.0,0.0
371,315000,4,2.25,2180,10754,1.0,5,7.0,1080,1954,0,0,0.0,0.0,1.0,0.0,0.0
372,530000,4,2.25,2180,10754,1.0,5,7.0,1080,1954,0,0,0.0,0.0,1.0,0.0,0.0
373,380000,5,3.0,3450,9914,2.0,3,9.0,0,2004,0,0,1.0,0.0,0.0,0.0,0.0
374,297000,3,2.25,1450,7562,2.0,3,7.0,0,1994,0,0,1.0,0.0,0.0,0.0,0.0
375,730000,4,2.5,3230,7331,2.0,3,10.0,0,2004,0,0,1.0,0.0,0.0,0.0,0.0
376,450000,3,1.75,1640,13500,1.0,3,7.0,530,1940,0,0,0.0,0.0,1.0,0.0,0.0
377,275000,3,3.0,1590,7750,1.0,3,7.0,530,1997,0,0,0.0,0.0,1.0,0.0,0.0
378,595000,4,2.0,2020,2849,2.0,3,7.0,0,1960,0,0,1.0,0.0,0.0,0.0,0.0
379,435000,3,1.5,1300,3348,1.5,3,7.0,0,1904,0,0,1.0,0.0,0.0,0.0,0.0
381,950000,3,3.0,4040,14338,2.0,3,10.0,1010,1986,0,0,0.0,0.0,0.0,1.0,0.0
382,389000,4,2.25,2130,5337,2.0,3,7.0,0,2001,0,0,1.0,0.0,0.0,0.0,0.0
383,560000,4,2.25,2550,7800,1.0,3,8.0,970,1968,0,0,0.0,0.0,1.0,0.0,0.0
384,1350000,5,3.5,4800,14984,2.0,3,11.0,1320,1998,0,2,0.0,0.0,0.0,1.0,0.0
385,799000,4,2.25,2510,11585,2.0,4,8.0,0,1969,0,0,1.0,0.0,0.0,0.0,0.0
386,365500,3,2.0,1410,9600,1.0,4,7.0,0,1983,0,0,1.0,0.0,0.0,0.0,0.0
387,252350,3,2.0,1650,7352,1.0,3,7.0,490,1979,0,0,0.0,0.0,1.0,0.0,0.0
388,403950,4,2.5,2120,13780,2.0,3,8.0,0,1993,0,0,1.0,0.0,0.0,0.0,0.0
389,385000,4,1.5,2040,10726,1.0,3,7.0,660,1954,0,0,0.0,0.0,1.0,0.0,0.0
390,345000,4,1.0,1550,7620,1.5,3,7.0,0,1957,0,0,1.0,0.0,0.0,0.0,0.0
391,490000,3,2.75,1980,3128,2.0,4,9.0,0,1979,0,0,1.0,0.0,0.0,0.0,0.0
392,330000,3,2.5,1600,26977,2.0,3,8.0,0,2005,0,0,1.0,0.0,0.0,0.0,0.0
393,927000,4,2.75,3300,12090,2.0,3,8.0,0,1953,0,0,1.0,0.0,0.0,0.0,0.0
394,1118000,4,2.5,3840,16619,2.0,4,10.0,0,1983,0,1,1.0,0.0,0.0,0.0,0.0
395,330000,2,1.0,1220,10000,1.0,5,7.0,0,1950,0,0,1.0,0.0,0.0,0.0,0.0
396,530000,5,2.25,2720,8800,1.0,4,7.0,1220,1958,0,0,0.0,0.0,1.0,0.0,0.0
398,378750,3,2.5,2160,3000,1.5,3,7.0,900,1909,0,0,0.0,0.0,1.0,0.0,0.0
399,269900,4,1.75,1530,8750,1.5,4,7.0,0,1968,0,0,1.0,0.0,0.0,0.0,0.0
400,557000,3,3.5,1710,2096,2.0,3,8.0,420,2008,0,0,0.0,0.0,1.0,0.0,0.0
401,360000,4,1.75,3730,16980,1.0,4,7.0,1580,1974,0,0,0.0,0.0,1.0,0.0,0.0
402,352000,2,1.0,940,5000,1.0,4,7.0,0,1937,0,0,1.0,0.0,0.0,0.0,0.0
403,437000,3,2.5,1750,22357,2.0,3,8.0,0,1994,0,0,1.0,0.0,0.0,0.0,0.0
404,322500,4,2.5,1820,6753,2.0,3,7.0,0,1994,0,0,1.0,0.0,0.0,0.0,0.0
405,650000,3,3.25,1510,2000,2.0,3,9.0,180,2001,0,0,0.0,0.0,0.0,1.0,0.0
406,450000,3,2.0,1290,1213,3.0,3,8.0,0,2001,0,0,1.0,0.0,0.0,0.0,0.0
407,278500,3,2.0,1570,5250,1.0,3,7.0,0,1998,0,0,1.0,0.0,0.0,0.0,0.0
408,364950,4,2.5,1930,6957,2.0,3,8.0,0,1995,0,0,1.0,0.0,0.0,0.0,0.0
409,840000,4,3.5,2840,40139,1.0,4,10.0,0,1986,0,4,1.0,0.0,0.0,0.0,0.0
410,268000,3,2.5,1550,8134,2.0,3,7.0,0,1991,0,0,1.0,0.0,0.0,0.0,0.0
412,632925,3,2.5,2990,32239,2.0,4,7.577170971709717,0,1978,0,0,1.0,0.0,0.0,0.0,0.0
413,577500,3,2.5,2000,7251,2.0,3,7.577170971709717,0,1995,0,0,1.0,0.0,0.0,0.0,0.0
414,339000,4,1.5,2390,7480,1.5,3,7.0,0,1920,0,2,1.0,0.0,0.0,0.0,0.0
415,570000,3,1.75,2910,37461,1.0,4,7.0,1380,1967,0,0,0.0,0.0,1.0,0.0,0.0
417,423000,4,2.25,2200,9351,1.0,5,7.0,910,1962,0,0,0.0,0.0,1.0,0.0,0.0
418,355000,3,2.25,1860,5028,2.0,3,8.0,0,2012,0,0,1.0,0.0,0.0,0.0,0.0
420,482000,2,1.0,950,3960,1.0,3,7.0,0,1941,0,0,1.0,0.0,0.0,0.0,0.0
421,625000,3,1.75,1600,9135,1.0,5,7.0,0,1955,0,0,1.0,0.0,0.0,0.0,0.0
422,538000,3,2.5,2250,11632,2.0,3,8.0,0,1988,0,0,1.0,0.0,0.0,0.0,0.0
423,380000,3,2.5,2280,10255,2.0,4,8.0,0,1985,0,0,1.0,0.0,0.0,0.0,0.0
424,375000,2,1.0,940,5120,1.0,3,7.0,0,1909,0,0,1.0,0.0,0.0,0.0,0.0
425,245000,3,2.5,1530,8500,1.0,5,7.0,500,1996,0,0,0.0,0.0,1.0,0.0,0.0
426,310000,5,1.75,2190,27260,1.0,4,7.0,0,1947,0,0,1.0,0.0,0.0,0.0,0.0
427,1300000,3,2.0,2350,15021,1.0,4,8.0,580,1976,0,0,0.0,0.0,1.0,0.0,0.0
428,397000,4,2.0,1440,7680,1.0,3,7.0,240,1971,0,0,0.0,0.0,1.0,0.0,0.0
429,365000,3,2.5,2200,4052,2.0,3,8.0,0,2005,0,0,1.0,0.0,0.0,0.0,0.0
430,328500,4,3.0,2290,8250,2.0,3,9.0,0,1990,0,0,1.0,0.0,0.0,0.0,0.0
431,988000,4,3.0,4040,19700,2.0,3,11.0,0,1987,0,0,1.0,0.0,0.0,0.0,0.0
432,1000000,4,2.5,2610,3277,1.5,5,8.0,690,1922,0,0,0.0,0.0,1.0,0.0,0.0
433,237000,3,2.5,1490,2138,2.0,3,7.0,0,2005,0,0,1.0,0.0,0.0,0.0,0.0
434,525000,4,2.5,2450,5280,2.0,3,8.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
435,749000,4,2.5,1710,9627,1.0,3,9.0,270,1976,0,0,0.0,0.0,0.0,1.0,0.0
437,843000,3,2.5,3130,8750,2.0,3,10.0,0,1991,0,0,1.0,0.0,0.0,0.0,0.0
438,438000,2,2.0,1270,1372,3.0,3,8.0,0,2000,0,0,1.0,0.0,0.0,0.0,0.0
439,578000,3,1.75,2120,10875,1.0,3,8.0,580,1977,0,2,0.0,0.0,1.0,0.0,0.0
440,227950,3,1.5,1670,8230,1.0,5,7.0,0,1954,0,0,1.0,0.0,0.0,0.0,0.0
441,196000,3,2.25,2070,11576,2.0,3,7.0,0,1974,0,0,1.0,0.0,0.0,0.0,0.0
442,641000,2,1.0,1420,5332,1.0,3,8.0,350,1953,0,0,0.0,0.0,1.0,0.0,0.0
444,205000,3,1.0,940,7980,1.0,4,7.0,0,1960,0,0,1.0,0.0,0.0,0.0,0.0
445,400000,3,1.75,1920,9102,1.0,3,7.0,0,1968,0,0,1.0,0.0,0.0,0.0,0.0
446,1030000,3,2.5,3545,9816,1.0,3,10.0,935,2005,0,0,0.0,0.0,0.0,1.0,0.0
447,505000,3,2.0,1260,5460,1.0,3,7.0,0,1972,0,0,1.0,0.0,0.0,0.0,0.0
448,475000,5,2.5,2340,7200,1.0,3,7.0,1040,1975,0,0,0.0,0.0,1.0,0.0,0.0
449,520000,3,2.25,2590,9263,1.0,5,8.0,1150,1977,0,0,0.0,0.0,1.0,0.0,0.0
451,333500,3,1.75,1220,9732,1.0,3,7.0,0,1965,0,0,1.0,0.0,0.0,0.0,0.0
452,232000,3,1.0,1400,10403,1.0,4,6.0,0,1976,0,0,1.0,0.0,0.0,0.0,0.0
453,691100,3,2.75,2360,16117,1.0,4,8.0,650,1983,0,0,0.0,0.0,1.0,0.0,0.0
454,811000,3,1.75,1870,9897,1.0,4,8.0,0,1960,0,0,1.0,0.0,0.0,0.0,0.0
455,551000,3,2.5,2830,5802,2.0,3,9.0,0,2001,0,0,1.0,0.0,0.0,0.0,0.0
456,496500,3,2.5,2260,3640,2.0,3,8.0,0,1994,0,0,1.0,0.0,0.0,0.0,0.0
457,705000,3,3.0,1970,20978,2.0,4,9.0,200,1980,1,3,0.0,0.0,0.0,1.0,0.0
458,578000,4,2.5,3140,9225,1.0,5,9.0,1370,1966,0,2,0.0,0.0,0.0,1.0,0.0
459,255000,3,1.75,1240,8659,1.0,5,7.0,0,1986,0,0,1.0,0.0,0.0,0.0,0.0
460,1050000,4,3.5,3450,7832,2.0,3,10.0,0,2007,0,0,1.0,0.0,0.0,0.0,0.0
461,348000,3,2.25,2570,8491,2.0,4,8.0,0,1989,0,0,1.0,0.0,0.0,0.0,0.0
462,230000,3,2.0,1510,3413,2.0,3,7.0,0,1985,0,0,1.0,0.0,0.0,0.0,0.0
463,359500,4,2.25,2390,11250,2.0,3,9.0,0,1988,0,0,1.0,0.0,0.0,0.0,0.0
464,330000,3,1.0,980,7000,1.0,3,6.0,0,1953,0,0,1.0,0.0,0.0,0.0,0.0
466,465000,3,1.75,1480,6360,1.0,3,7.0,0,1954,0,0,1.0,0.0,0.0,0.0,0.0
467,325000,4,2.5,1850,7324,2.0,3,8.0,0,1997,0,0,1.0,0.0,0.0,0.0,0.0
468,340500,3,2.0,2270,28025,1.0,4,7.0,350,1947,0,0,0.0,0.0,1.0,0.0,0.0
469,342500,3,2.5,1810,5192,2.0,3,8.0,0,1993,0,0,1.0,0.0,0.0,0.0,0.0
470,290900,2,2.0,1610,17600,2.0,3,6.0,0,1930,0,0,1.0,0.0,0.0,0.0,0.0
471,868700,3,4.25,3840,6161,2.0,3,10.0,0,2000,0,0,1.0,0.0,0.0,0.0,0.0
472,1199000,4,2.75,4110,8400,2.0,3,9.0,980,1928,0,1,0.0,0.0,0.0,1.0,0.0
473,1150000,4,3.25,4190,10259,2.0,3,11.0,1040,2000,0,0,0.0,0.0,0.0,1.0,0.0
474,859900,4,2.75,3390,6298,2.0,3,9.0,0,2011,0,0,1.0,0.0,0.0,0.0,0.0
475,520000,4,2.25,1890,3006,2.0,3,7.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
476,460000,3,2.5,1610,2527,2.0,3,9.0,530,2005,0,2,0.0,0.0,0.0,1.0,0.0
477,438924,3,1.5,1050,4590,1.0,3,7.0,200,1949,0,0,0.0,0.0,1.0,0.0,0.0
478,315000,2,1.0,630,6550,1.0,3,5.0,0,1918,0,0,1.0,0.0,0.0,0.0,0.0
479,590000,4,2.75,2910,10650,1.0,3,8.0,1130,1975,0,2,0.0,0.0,1.0,0.0,0.0
480,378500,4,1.75,1700,8640,1.0,3,7.0,850,1955,0,0,0.0,0.0,1.0,0.0,0.0
481,328500,3,2.5,1950,8130,2.0,4,9.0,0,1990,0,0,1.0,0.0,0.0,0.0,0.0
482,849950,3,3.0,2990,9773,2.0,4,8.0,0,1973,0,0,1.0,0.0,0.0,0.0,0.0
483,525000,3,1.5,1350,6000,1.0,3,7.0,450,1950,0,2,0.0,0.0,1.0,0.0,0.0
485,295000,4,2.5,2160,7725,1.0,4,8.0,700,1978,0,0,0.0,0.0,1.0,0.0,0.0
487,207950,2,2.0,890,5000,1.0,3,6.0,0,1917,0,0,1.0,0.0,0.0,0.0,0.0
488,699900,4,2.75,2810,7302,2.0,3,9.0,0,2002,0,0,1.0,0.0,0.0,0.0,0.0
489,1280000,5,2.5,3400,9500,2.0,4,8.0,0,1977,0,1,1.0,0.0,0.0,0.0,0.0
490,452000,4,1.5,1580,7350,1.0,4,7.0,620,1963,0,0,0.0,0.0,1.0,0.0,0.0
491,370000,3,2.0,1680,5036,1.0,4,7.0,0,1987,0,1,1.0,0.0,0.0,0.0,0.0
492,232000,3,1.75,1300,11230,1.0,5,7.0,0,1968,0,0,1.0,0.0,0.0,0.0,0.0
493,669950,5,2.5,2820,14062,2.0,4,7.0,440,1960,0,0,0.0,0.0,1.0,0.0,0.0
494,397500,3,2.0,1510,6710,1.0,3,7.0,440,1972,0,0,0.0,0.0,1.0,0.0,0.0
495,490000,2,2.5,1230,1391,2.0,3,8.0,360,2004,0,0,0.0,0.0,1.0,0.0,0.0
496,725000,4,2.0,2110,4140,2.0,3,9.0,400,1925,0,0,0.0,0.0,0.0,1.0,0.0
497,299000,3,2.75,3080,19635,1.0,4,7.0,1470,1958,0,2,0.0,0.0,1.0,0.0,0.0
498,625000,2,1.5,1490,5750,1.5,4,7.0,300,1900,0,0,0.0,0.0,1.0,0.0,0.0
499,437500,3,2.5,2120,4500,2.0,3,7.0,0,2000,0,0,1.0,0.0,0.0,0.0,0.0
500,650000,4,2.5,3180,5438,2.0,3,9.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
501,475000,2,1.0,1490,3825,1.0,3,7.0,630,1929,0,0,0.0,0.0,1.0,0.0,0.0
502,342000,3,2.0,1930,11947,1.0,4,8.0,0,1966,0,0,1.0,0.0,0.0,0.0,0.0
503,1197350,4,2.5,2770,7800,2.0,3,10.0,0,1999,0,0,1.0,0.0,0.0,0.0,0.0
504,280000,3,1.5,1670,11610,1.0,4,7.0,0,1963,0,0,1.0,0.0,0.0,0.0,0.0
505,240000,2,1.75,1330,7200,1.0,3,7.0,0,1993,0,0,1.0,0.0,0.0,0.0,0.0
506,529000,3,1.0,1210,3328,1.5,4,7.0,0,1924,0,0,1.0,0.0,0.0,0.0,0.0
507,442000,3,1.0,1190,5100,1.0,4,7.0,160,1941,0,0,0.0,0.0,1.0,0.0,0.0
508,615000,2,1.0,1540,6872,1.0,4,7.0,720,1946,0,0,0.0,0.0,1.0,0.0,0.0
509,1485000,4,3.75,4030,10800,2.0,3,10.0,0,2006,0,0,1.0,0.0,0.0,0.0,0.0
510,585000,4,1.75,2430,7559,1.0,4,8.0,850,1981,0,0,0.0,0.0,1.0,0.0,0.0
511,480000,4,2.5,2600,7787,2.0,3,8.0,0,2005,0,0,1.0,0.0,0.0,0.0,0.0
512,1095000,5,3.5,4410,57063,2.0,4,9.0,0,1990,0,0,1.0,0.0,0.0,0.0,0.0
513,290000,4,1.0,1330,8184,1.5,3,7.577170971709717,0,1949,0,0,1.0,0.0,0.0,0.0,0.0
514,615000,3,1.75,1900,5000,1.0,5,7.577170971709717,950,1951,0,0,0.0,0.0,1.0,0.0,0.0
515,300000,2,1.0,1100,7680,1.0,4,7.577170971709717,0,1950,0,0,1.0,0.0,0.0,0.0,0.0
516,308000,3,1.0,1980,39150,1.5,3,7.577170971709717,400,1932,0,0,0.0,0.0,1.0,0.0,0.0
517,750000,3,2.5,2400,7745,2.0,3,9.0,0,2001,0,0,1.0,0.0,0.0,0.0,0.0
520,288000,3,1.0,1190,7560,1.0,5,6.0,0,1958,0,0,1.0,0.0,0.0,0.0,0.0
521,190000,2,1.0,630,6000,1.0,3,6.0,0,1943,0,0,1.0,0.0,0.0,0.0,0.0
522,515000,5,3.0,2530,5105,1.0,3,8.0,1010,2005,0,0,0.0,0.0,1.0,0.0,0.0
